,Isocode,Country,Year,PopMale,PopFemale,PopTotal,GrowthRate,PopDensity,GDP,CO2,TFR,LEx,LExMale,LExFemale,CO2.norm,GDP.norm,PopTotal.norm,TFR.norm,Tech,Region
309822,MNG,Mongolia,2006,1272.572,1286.924,2559.496,1.3802,1.634,1031.49,1.011917971,2.254,65.587,61.893,69.662,0.806933094,0.774332426,1.17184509,0.556268509,9.81, Eastern Europe
309886,MNG,Mongolia,2007,1289.528,1305.54,2595.068,1.4448,1.657,1016.33,1.060473174,2.315,65.947,62.195,70.072,0.845652438,0.762951905,1.18813145,0.571322804,10.434, Eastern Europe
309909,MNG,Mongolia,2008,1307.618,1325.216,2632.834,1.485,1.681,1001.31,1.038804573,2.368,66.272,62.482,70.426,0.82837326,0.751672185,1.205422316,0.584402764,10.374, Eastern Europe
309959,MNG,Mongolia,2009,1326.514,1345.709,2672.223,1.5048,1.706,NA,1.12789988,2.41,66.564,62.75,70.727,0.899420472,NA,1.223456259,0.594768016,NA, Eastern Europe
310031,MNG,Mongolia,2010,1345.937,1366.801,2712.738,1.5172,1.732,NA,1.157133494,2.437,66.825,62.999,70.985,0.922732214,NA,1.242005733,0.601431392,NA, Eastern Europe
310087,MOZ,Mozambique,1960,3736.366,3910.918,7647.284,1.9834,9.54,1327.33,0.067213405,6.6,35.026,33.692,36.381,3.340471536,1.191970678,0.563628177,1.058201058,0.506, China
310170,MOZ,Mozambique,1961,3811.41,3989.064,7800.474,2.023,9.731,1337.44,0.092045689,6.6,35.49,34.137,36.863,4.574623179,1.201046877,0.574918748,1.058201058,0.688, China
310228,MOZ,Mozambique,1962,3889.56,4070.321,7959.881,2.0577,9.93,1399.79,0.06809147,6.601,35.936,34.563,37.329,3.384110901,1.257036262,0.58666753,1.058361392,0.486, China
310292,MOZ,Mozambique,1963,3970.732,4154.635,8125.367,2.0869,10.137,1321.25,0.055751328,6.601,36.363,34.97,37.776,2.770812202,1.186510988,0.598864354,1.058361392,0.422, China
310364,MOZ,Mozambique,1964,4054.8,4241.921,8296.721,2.1124,10.35,1349.37,0.070389254,6.602,36.773,35.359,38.208,3.498309558,1.211756986,0.611493667,1.058521725,0.522, China
310415,MOZ,Mozambique,1965,4141.702,4332.145,8473.847,2.1402,10.571,1350.92,0.064551555,6.602,37.173,35.737,38.63,3.20817894,1.213151208,0.624548394,1.058521725,0.478, China
310467,MOZ,Mozambique,1966,4231.609,4425.548,8657.157,2.169,10.8,1364.05,0.06699659,6.602,37.57,36.112,39.049,3.329695931,1.224946988,0.6380589,1.058521725,0.491, China
310550,MOZ,Mozambique,1967,4324.688,4522.296,8846.984,2.1927,11.037,1424.89,0.057759797,6.601,37.971,36.492,39.471,2.870632079,1.279578114,0.65204973,1.058361392,0.405, China
310622,MOZ,Mozambique,1968,4420.896,4622.22,9043.116,2.2104,11.281,1548.68,0.083820665,6.599,38.383,36.884,39.903,4.165843776,1.3907425,0.666505257,1.058040725,0.541, China
310713,MOZ,Mozambique,1969,4520.158,4725.069,9245.227,2.2264,11.534,1693.03,0.095616906,6.596,38.806,37.289,40.345,4.752110838,1.520372475,0.681401455,1.057559724,0.565, China
310766,MOZ,Mozambique,1970,4622.55,4830.825,9453.375,2.2209,11.793,1742.85,0.086106814,6.591,39.247,37.712,40.801,4.279464168,1.565115363,0.696742598,1.056758057,0.494, China
310792,MOZ,Mozambique,1971,4727.144,4938.529,9665.673,2.2207,12.058,1815.83,0.102010486,6.586,39.707,38.158,41.276,5.069868466,1.630651281,0.712389608,1.055956389,0.562, China
310856,MOZ,Mozambique,1972,4834.164,5048.554,9882.718,2.2723,12.329,1822.8,0.091068064,6.58,40.181,38.619,41.761,4.526035769,1.636914502,0.728386488,1.054994388,0.5, China
310972,MOZ,Mozambique,1973,4946.125,5163.728,10109.853,2.3891,12.612,1872.94,0.096143831,6.572,40.656,39.084,42.247,4.778298753,1.681935623,0.745127031,1.05371172,0.513, China
311022,MOZ,Mozambique,1974,5066.428,5287.872,10354.3,2.5362,12.917,1683.95,0.082960702,6.564,41.122,39.542,42.72,4.123104057,1.512217176,0.763143521,1.052429052,0.493, China
311046,MOZ,Mozambique,1975,5197.011,5423.249,10620.26,2.6748,13.249,1403.62,0.074103647,6.554,41.56,39.975,43.163,3.682912992,1.260478729,0.782745585,1.050825717,0.528, China
311121,MOZ,Mozambique,1976,5337.796,5570.365,10908.161,2.7577,13.608,1294.57,0.063988788,6.544,41.951,40.364,43.556,3.180209707,1.162549122,0.803964767,1.049222383,0.494, China
311204,MOZ,Mozambique,1977,5486.314,5726.845,11213.159,2.7636,13.989,1263.08,0.065993892,6.532,42.283,40.697,43.887,3.27986233,1.134272675,0.826444051,1.047298381,0.522, China
311233,MOZ,Mozambique,1978,5638.975,5888.394,11527.369,2.6764,14.381,1235.05,0.06801205,6.519,42.551,40.968,44.15,3.380163772,1.109099042,0.849602287,1.045214045,0.551, China
311347,MOZ,Mozambique,1979,5790.924,6049.124,11840.048,2.5184,14.771,1214.67,0.060895023,6.505,42.751,41.174,44.343,3.026451212,1.0907955,0.872647684,1.042969376,0.501, China
311374,MOZ,Mozambique,1980,5937.806,6204.208,12142.014,2.4135,15.147,1220.47,0.072063827,6.49,42.882,41.313,44.466,3.581534997,1.09600987,0.8949035,1.040564374,0.59, China
311458,MOZ,Mozambique,1981,6082.856,6355.768,12438.624,2.3097,15.517,1216.52,0.054588032,6.474,42.948,41.388,44.522,2.712996977,1.092460322,0.916764563,1.037999038,0.449, China
311531,MOZ,Mozambique,1982,6225.308,6503.951,12729.259,2.0474,15.88,1162.22,0.054441504,6.457,42.967,41.415,44.531,2.705714612,1.043696199,0.93818525,1.035273369,0.468, China
311597,MOZ,Mozambique,1983,6352.518,6640.041,12992.559,1.5903,16.208,1063.25,0.041485284,6.439,42.96,41.415,44.515,2.061797188,0.954821906,0.957591263,1.032387366,0.39, China
311621,MOZ,Mozambique,1984,6447.982,6752.851,13200.833,1.0401,16.468,1022.41,0.031740421,6.42,42.947,41.408,44.493,1.577482542,0.918140562,0.972941693,1.029341029,0.31, China
311738,MOZ,Mozambique,1985,6502.389,6836.461,13338.85,0.3894,16.64,920.35,0.023465291,6.398,42.948,41.413,44.486,1.166212855,0.826494526,0.983113967,1.025813692,0.255, China
311781,MOZ,Mozambique,1986,6507.107,6883.781,13390.888,-0.1216,16.705,928.2,0.020013609,6.373,42.981,41.45,44.51,0.994666043,0.833538847,0.986949327,1.021805355,0.216, China
311864,MOZ,Mozambique,1987,6472.144,6902.474,13374.618,-0.192,16.685,980.12,0.020037955,6.345,43.057,41.528,44.575,0.995876038,0.880169584,0.985750178,1.017316017,0.204, China
311920,MOZ,Mozambique,1988,6429.628,6919.337,13348.965,0.3417,16.653,1066.93,0.02067576,6.313,43.186,41.658,44.691,1.027574606,0.958121586,0.983859474,1.012185346,0.194, China
311941,MOZ,Mozambique,1989,6423.675,6970.981,13394.656,1.2855,16.71,1113.56,0.021202486,6.277,43.376,41.849,44.868,1.05375258,0.999998278,0.98722704,1.00641334,0.19, China
312021,MOZ,Mozambique,1990,6485.232,7082.727,13567.959,2.3713,16.926,1113.56,0.020120933,6.237,43.641,42.112,45.12,1,1,1,1,0.181, China
312085,MOZ,Mozambique,1991,6627.421,7266.125,13893.546,3.2358,17.332,1166.9,0.020153242,6.191,43.989,42.455,45.461,1.001605737,1.047902483,1.023996756,0.992624659,0.173, China
312192,MOZ,Mozambique,1992,6839.287,7511.172,14350.459,3.7124,17.902,1089.44,0.019023782,6.14,44.409,42.868,45.879,0.945472127,0.978341856,1.057672639,0.984447651,0.175, China
312216,MOZ,Mozambique,1993,7098.084,7795.134,14893.218,3.6927,18.58,1144.48,0.019740529,6.086,44.881,43.33,46.357,0.98109409,1.027767296,1.097675634,0.975789642,0.172, China
312262,MOZ,Mozambique,1994,7369.247,8084.217,15453.464,3.3603,19.279,1128.8,0.01889544,6.031,45.383,43.822,46.87,0.939093603,1.013688025,1.138967475,0.9669713,0.167, China
312383,MOZ,Mozambique,1995,7627.58,8353.991,15981.571,2.9705,19.937,1085.21,0.018959338,5.976,45.884,44.313,47.384,0.942269287,0.97454362,1.177890573,0.958152958,0.175, China
312437,MOZ,Mozambique,1996,7866.308,8597.118,16463.426,2.7037,20.538,1207.95,0.017250358,5.925,46.346,44.771,47.859,0.857333906,1.084766273,1.213404757,0.94997595,0.143, China
312511,MOZ,Mozambique,1997,8093.221,8821.407,16914.628,2.5456,21.101,1307.68,0.018149971,5.88,46.747,45.175,48.268,0.902044162,1.174318229,1.246659722,0.942760943,0.139, China
312516,MOZ,Mozambique,1998,8315.001,9035.738,17350.739,2.5457,21.645,1427.71,0.01780904,5.84,47.07,45.509,48.591,0.885100076,1.282108981,1.278802434,0.936347603,0.125, China
312626,MOZ,Mozambique,1999,8543.333,9254.769,17798.102,2.6476,22.203,1513.25,0.018204188,5.808,47.31,45.77,48.821,0.904738756,1.358925356,1.311774453,0.931216931,0.12, China
312655,MOZ,Mozambique,2000,8786.56,9489.058,18275.618,2.7529,22.799,1503.02,0.020136118,5.782,47.472,45.962,48.962,1.000754663,1.349741007,1.34696884,0.92704826,0.134, China
312745,MOZ,Mozambique,2001,9045.437,9740.282,18785.719,2.8038,23.436,1650.59,0.02294296,5.76,47.569,46.098,49.026,1.140253263,1.482266643,1.384564841,0.923520924,0.139, China
312793,MOZ,Mozambique,2002,9315.868,10004.026,19319.894,2.825,24.102,1764.05,0.022412131,5.741,47.634,46.207,49.048,1.113871347,1.584149078,1.42393517,0.920474587,0.127, China
312893,MOZ,Mozambique,2003,9595.795,10277.665,19873.46,2.8051,24.793,1838.07,0.026316505,5.721,47.696,46.319,49.062,1.307916683,1.65062713,1.464734674,0.917267917,0.143, China
312932,MOZ,Mozambique,2004,9881.971,10556.856,20438.827,2.758,25.498,1940.39,0.025637479,5.697,47.777,46.449,49.087,1.27416947,1.742511269,1.506403948,0.913419913,0.132, China
313005,MOZ,Mozambique,2005,10171.97,10838.406,21010.376,2.709,26.211,2057.93,0.023654979,5.669,47.894,46.616,49.147,1.175640232,1.848064262,1.548528854,0.908930576,0.115, China
313060,MOZ,Mozambique,2006,10465.413,11121.904,21587.317,2.6697,26.931,2188.29,0.025014688,5.632,48.064,46.833,49.259,1.243217075,1.965129212,1.591051167,0.902998236,0.114, China
313109,MOZ,Mozambique,2007,10762.944,11408.46,22171.404,2.6312,27.659,2296.45,0.029407249,5.588,48.284,47.098,49.423,1.461525091,2.062256436,1.634100162,0.895943563,0.128, China
313155,MOZ,Mozambique,2008,11064.367,11698.158,22762.525,2.5953,28.397,2399.49,0.028028525,5.536,48.551,47.407,49.635,1.393003214,2.154786579,1.677667584,0.887606221,0.117, China
313229,MOZ,Mozambique,2009,11369.657,11991.368,23361.025,2.562,29.143,2495.32,0.030050051,5.476,48.862,47.757,49.894,1.49347203,2.240843765,1.721778862,0.877986211,0.12, China
313329,MOZ,Mozambique,2010,11678.859,12288.406,23967.265,2.53,29.9,2613.03,0.032794731,5.409,49.204,48.14,50.184,1.629881175,2.346549827,1.7664606,0.867243867,0.126, China
313350,MRT,Mauritania,1960,425.146,433.17,858.316,2.8767,0.837,624.59,0.011650721,6.775,43.488,43.067,43.92,0.032438731,0.658808477,0.424035021,1.133322181,0.187, Africa
313430,MRT,Mauritania,1961,437.916,445.45,883.366,2.8946,0.861,721.73,0.014716437,6.787,44.171,43.681,44.671,0.040974508,0.761264053,0.436410506,1.135329542,0.204, Africa
313535,MRT,Mauritania,1962,451.112,458.198,909.31,2.9083,0.887,696.87,0.018695494,6.794,44.835,44.274,45.404,0.052053271,0.735043239,0.449227656,1.136500502,0.268, Africa
313595,MRT,Mauritania,1963,464.731,471.413,936.144,2.9182,0.913,645.46,0.025637081,6.798,45.472,44.841,46.11,0.071380511,0.68082026,0.462484494,1.137169622,0.397, Africa
313602,MRT,Mauritania,1964,478.772,485.093,963.865,2.925,0.94,826.7,0.03319967,6.799,46.077,45.376,46.783,0.092436786,0.871987016,0.476179537,1.137336902,0.402, Africa
313693,MRT,Mauritania,1965,493.234,499.24,992.474,2.9289,0.968,928.33,0.044333655,6.799,46.648,45.88,47.419,0.123436787,0.97918896,0.49031328,1.137336902,0.478, Africa
313731,MRT,Mauritania,1966,508.12,513.852,1021.972,2.9301,0.997,920,0.047946519,6.798,47.184,46.352,48.018,0.13349597,0.970401054,0.504886217,1.137169622,0.521, Africa
313821,MRT,Mauritania,1967,523.43,528.93,1052.36,2.9296,1.026,937.92,0.051313239,6.798,47.694,46.8,48.59,0.14286982,0.989304941,0.519898842,1.137169622,0.547, Africa
313870,MRT,Mauritania,1968,539.164,544.482,1083.646,2.9271,1.057,1005.55,0.059059877,6.795,48.185,47.231,49.141,0.16443854,1.060639228,0.535355107,1.136667782,0.587, Africa
313949,MRT,Mauritania,1969,555.319,560.515,1115.834,2.9234,1.088,974.57,0.067214299,6.791,48.662,47.652,49.676,0.187142637,1.027957193,0.551256989,1.135998662,0.69, Africa
313986,MRT,Mauritania,1970,571.899,577.037,1148.936,2.9182,1.12,1058.63,0.101833348,6.784,49.13,48.065,50.201,0.283531356,1.116623707,0.567610415,1.134827702,0.962, Africa
314083,MRT,Mauritania,1971,588.904,594.054,1182.958,2.9121,1.154,1051.43,0.092141902,6.774,49.59,48.471,50.719,0.25654777,1.109030254,0.58441835,1.133154901,0.876, Africa
314149,MRT,Mauritania,1972,606.346,611.568,1217.914,2.9064,1.188,1047.29,0.100171276,6.759,50.046,48.872,51.233,0.278903702,1.104658634,0.60168771,1.130645701,0.956, Africa
314177,MRT,Mauritania,1973,624.252,629.579,1253.831,2.9013,1.223,965.51,0.102087123,6.739,50.504,49.276,51.747,0.284237934,1.018406597,0.619431834,1.1273001,1.057, Africa
314263,MRT,Mauritania,1974,642.656,648.085,1290.741,2.8963,1.259,1046.2,0.102266837,6.713,50.969,49.689,52.266,0.284738306,1.103511172,0.637666532,1.12295082,0.978, Africa
314318,MRT,Mauritania,1975,661.584,667.088,1328.672,2.8899,1.296,961.99,0.104615737,6.681,51.453,50.125,52.796,0.291278271,1.014690825,0.656405635,1.117597859,1.087, Africa
314384,MRT,Mauritania,1976,681.046,686.583,1367.629,2.8821,1.334,1020.08,0.103098136,6.641,51.966,50.601,53.345,0.287052863,1.075964179,0.675651615,1.110906658,1.011, Africa
314450,MRT,Mauritania,1977,701.041,706.578,1407.619,2.8751,1.373,989.02,0.107983765,6.594,52.511,51.119,53.913,0.300655767,1.043200224,0.695407929,1.103044496,1.092, Africa
314504,MRT,Mauritania,1978,721.58,727.097,1448.677,2.869,1.413,966.04,0.109755315,6.541,53.084,51.678,54.496,0.305588235,1.018961851,0.715691869,1.094178655,1.136, Africa
314573,MRT,Mauritania,1979,742.668,748.174,1490.842,2.863,1.454,990.84,0.110675712,6.484,53.678,52.269,55.086,0.308150869,1.045122578,0.736522701,1.084643694,1.117, Africa
314635,MRT,Mauritania,1980,764.311,769.83,1534.141,2.8612,1.496,1009.48,0.112114858,6.426,54.28,52.88,55.673,0.312157836,1.064781257,0.757913765,1.074941452,1.111, Africa
314700,MRT,Mauritania,1981,786.557,792.113,1578.67,2.8572,1.539,1026.09,0.114653474,6.368,54.876,53.494,56.246,0.319226025,1.082297957,0.779912487,1.06523921,1.117, Africa
314801,MRT,Mauritania,1982,809.41,815.017,1624.427,2.8407,1.584,983.74,0.148360006,6.314,55.45,54.089,56.791,0.413074052,1.03763169,0.80251788,1.056206089,1.508, Africa
314848,MRT,Mauritania,1983,832.782,838.451,1671.233,2.8086,1.63,1009.43,0.152581956,6.264,55.986,54.647,57.299,0.424829092,1.064727241,0.825641512,1.047842088,1.512, Africa
314888,MRT,Mauritania,1984,856.549,862.288,1718.837,2.7691,1.676,915.71,0.137302141,6.219,56.476,55.157,57.764,0.382285988,0.965874051,0.849159381,1.040314486,1.499, Africa
314978,MRT,Mauritania,1985,880.644,886.455,1767.099,2.7288,1.723,920.59,0.101295966,6.178,56.914,55.609,58.183,0.282035139,0.97102595,0.873002322,1.033456005,1.1, Africa
315048,MRT,Mauritania,1986,905.054,910.929,1815.983,2.7002,1.771,950.12,0.056167927,6.141,57.298,56.001,58.556,0.156386574,1.002174764,0.897152551,1.027266644,0.591, Africa
315110,MRT,Mauritania,1987,929.883,935.803,1865.686,2.693,1.819,956.85,0.480252304,6.104,57.636,56.34,58.892,1.33715123,1.009272968,0.921707392,1.021077283,5.019, Africa
315192,MRT,Mauritania,1988,955.339,961.272,1916.611,2.7117,1.869,969.37,0.459665524,6.065,57.938,56.636,59.196,1.279832113,1.022470618,0.946865939,1.014553362,4.742, Africa
315264,MRT,Mauritania,1989,981.7,987.595,1969.295,2.7481,1.92,982.09,0.394557443,6.023,58.205,56.892,59.474,1.098553752,1.035894081,0.972893487,1.007527601,4.018, Africa
315271,MRT,Mauritania,1990,1009.187,1014.976,2024.163,2.7875,1.974,948.06,0.359160799,5.978,58.441,57.111,59.725,1,1,1,1,3.788, Africa
315392,MRT,Mauritania,1991,1037.882,1043.498,2081.38,2.8222,2.03,948.83,0.360337853,5.928,58.647,57.297,59.949,1.003277234,1.000809468,1.028266992,0.991635999,3.798, Africa
315427,MRT,Mauritania,1992,1067.799,1073.158,2140.957,2.8552,2.088,932.18,0.375065917,5.875,58.826,57.455,60.149,1.044284115,0.983251989,1.057699899,0.982770157,4.024, Africa
315461,MRT,Mauritania,1993,1099.003,1103.963,2202.966,2.8844,2.148,947.99,0.366778244,5.818,58.982,57.591,60.326,1.021209009,0.999921695,1.088334289,0.973235196,3.869, Africa
315531,MRT,Mauritania,1994,1131.545,1135.888,2267.433,2.9101,2.211,962.49,0.375755314,5.758,59.121,57.71,60.484,1.046203583,1.015214592,1.120183009,0.963198394,3.904, Africa
315588,MRT,Mauritania,1995,1165.464,1168.924,2334.388,2.9303,2.276,983.54,0.348699531,5.696,59.245,57.816,60.626,0.970873024,1.037418218,1.153260879,0.952827032,3.545, Africa
315709,MRT,Mauritania,1996,1200.756,1203.049,2403.805,2.9481,2.344,1021.28,0.340293826,5.633,59.356,57.909,60.756,0.947469287,1.077227255,1.187555054,0.942288391,3.332, Africa
315765,MRT,Mauritania,1997,1237.431,1238.295,2475.726,2.968,2.414,1033.59,0.330408131,5.569,59.456,57.991,60.876,0.91994486,1.090216554,1.223086283,0.931582469,3.197, Africa
315807,MRT,Mauritania,1998,1275.546,1274.761,2550.307,2.991,2.487,1045.45,0.118809226,5.505,59.549,58.065,60.989,0.330796752,1.102719671,1.259931636,0.920876547,1.136, Africa
315844,MRT,Mauritania,1999,1315.168,1312.571,2627.739,3.0122,2.562,1059.95,0.124441583,5.442,59.639,58.135,61.099,0.346478745,1.118015941,1.298185472,0.910337906,1.174, Africa
315963,MRT,Mauritania,2000,1356.306,1351.789,2708.095,3.0299,2.641,1084.82,0.12444172,5.381,59.729,58.21,61.209,0.346479127,1.144253105,1.337883856,0.900133824,1.147, Africa
315976,MRT,Mauritania,2001,1398.966,1392.437,2791.403,3.0354,2.722,1103.75,0.131833347,5.321,59.826,58.294,61.32,0.367059399,1.164219511,1.379040621,0.890097022,1.194, Africa
316090,MRT,Mauritania,2002,1443.027,1434.404,2877.431,3.0204,2.806,1120.13,0.1358851,5.263,59.928,58.39,61.433,0.378340567,1.181490061,1.421541151,0.880394781,1.213, Africa
316137,MRT,Mauritania,2003,1488.212,1477.455,2965.667,2.9817,2.892,1153.29,0.135551294,5.205,60.039,58.501,61.547,0.377411161,1.216466629,1.465132502,0.870692539,1.175, Africa
316172,MRT,Mauritania,2004,1534.157,1521.268,3055.425,2.9265,2.979,1183.18,0.145642587,5.15,60.16,58.627,61.666,0.405508026,1.248002162,1.509475769,0.861492138,1.231, Africa
316244,MRT,Mauritania,2005,1580.572,1565.592,3146.164,2.8683,3.068,1216.38,0.145256255,5.095,60.292,58.767,61.792,0.404432375,1.28301265,1.55430368,0.852291736,1.194, Africa
316326,MRT,Mauritania,2006,1627.364,1610.349,3237.713,2.8116,3.157,1321.71,0.141149015,5.042,60.434,58.919,61.928,0.392996717,1.394120926,1.599531757,0.843425895,1.068, Africa
316366,MRT,Mauritania,2007,1674.509,1655.528,3330.037,2.7505,3.247,1302.72,0.156755015,4.99,60.585,59.078,62.074,0.436448008,1.374087222,1.645142708,0.834727334,1.203, Africa
316452,MRT,Mauritania,2008,1721.873,1701.028,3422.901,2.6857,3.338,1299.21,0.160974565,4.939,60.741,59.238,62.23,0.448196367,1.370384099,1.691020437,0.826196052,1.239, Africa
316519,MRT,Mauritania,2009,1769.323,1746.754,3516.077,2.6201,3.429,NA,0.171497951,4.888,60.902,59.397,62.395,0.477496295,NA,1.737052303,0.817664771,NA, Africa
316608,MRT,Mauritania,2010,1816.777,1792.643,3609.42,2.5532,3.52,NA,0.167339905,4.837,61.064,59.553,62.567,0.46591918,NA,1.783166672,0.809133489,NA, Africa
316666,MUS,Mauritius,1960,329.103,330.92,660.023,2.8413,323.541,2776.88,0.074239837,6.167,58.787,56.954,60.626,0.196459262,0.385249015,0.625101694,2.689489751,0.267, Africa
316685,MUS,Mauritius,1961,338.759,340.286,679.045,2.7971,332.865,3318.87,0.075105479,6.178,59.804,57.963,61.623,0.198749991,0.460441954,0.643117255,2.69428696,0.226, Africa
316767,MUS,Mauritius,1962,348.556,349.751,698.307,2.6993,342.307,3249.38,0.098810409,6.124,60.696,58.843,62.5,0.26147983,0.450801512,0.661360117,2.670737026,0.304, Africa
316831,MUS,Mauritius,1963,358.298,359.115,717.413,2.5388,351.673,3629.22,0.079452143,5.993,61.439,59.564,63.241,0.210252473,0.503498939,0.679455233,2.613606629,0.219, Africa
316875,MUS,Mauritius,1964,367.736,368.124,735.86,2.3404,360.716,3282.97,0.114152149,5.785,62.027,60.113,63.848,0.302078342,0.455461719,0.696926217,2.52289577,0.348, Africa
316940,MUS,Mauritius,1965,376.68,376.605,753.285,2.137,369.257,3301.99,0.11018406,5.51,62.458,60.49,64.32,0.291577677,0.458101104,0.713429274,2.402965547,0.334, Africa
316997,MUS,Mauritius,1966,385.096,384.46,769.556,1.9586,377.233,3107.99,0.097458794,5.187,62.744,60.707,64.667,0.257903083,0.43118551,0.728839388,2.26210205,0.314, Africa
317109,MUS,Mauritius,1967,393.01,391.767,784.777,1.8135,384.695,3180.41,0.173297637,4.847,62.924,60.808,64.923,0.458593759,0.441233167,0.743255056,2.113824684,0.545, Africa
317143,MUS,Mauritius,1968,400.388,398.751,799.139,1.7127,391.735,2907.04,0.217734337,4.516,63.041,60.839,65.129,0.576185627,0.403307965,0.756857174,1.969472307,0.749, Africa
317238,MUS,Mauritius,1969,407.206,405.738,812.944,1.6474,398.502,3005.8,0.191895137,4.213,63.129,60.828,65.322,0.507807916,0.417008101,0.769931762,1.837331007,0.638, Africa
317269,MUS,Mauritius,1970,413.482,412.965,826.447,1.579,405.121,2945.38,0.164559857,3.952,63.223,60.8,65.552,0.435471161,0.408626242,0.782720329,1.723506324,0.559, Africa
317373,MUS,Mauritius,1971,419.132,420.468,839.6,1.5127,411.569,3047.33,0.128632682,3.741,63.354,60.767,65.864,0.340397862,0.422770984,0.795177414,1.631487135,0.422, Africa
317426,MUS,Mauritius,1972,424.232,428.165,852.397,1.4877,417.842,3309.01,0.220554507,3.575,63.534,60.738,66.277,0.583648582,0.459075196,0.807297334,1.559092891,0.667, Africa
317444,MUS,Mauritius,1973,429.146,436.027,865.173,1.5121,424.104,3680,0.213830066,3.444,63.774,60.727,66.792,0.565853842,0.510543987,0.819397366,1.501962495,0.581, Africa
317561,MUS,Mauritius,1974,434.365,443.99,878.355,1.5648,430.566,4020.26,0.215174958,3.341,64.081,60.759,67.403,0.569412799,0.557749662,0.831881917,1.457043175,0.535, Africa
317595,MUS,Mauritius,1975,440.225,451.983,892.208,1.6362,437.357,3969.07,0.180451195,3.255,64.464,60.872,68.085,0.477524063,0.550647666,0.845001965,1.419537724,0.455, Africa
317668,MUS,Mauritius,1976,446.884,460.042,906.926,1.6837,444.572,4551.09,0.186343759,3.169,64.923,61.101,68.798,0.493117426,0.631394267,0.858941247,1.382032272,0.409, Africa
317740,MUS,Mauritius,1977,454.204,468.121,922.325,1.666,452.12,4767.92,0.189737891,3.071,65.435,61.45,69.491,0.502099243,0.661475717,0.873525498,1.339293502,0.398, Africa
317776,MUS,Mauritius,1978,461.856,475.964,937.82,1.5623,459.716,4863.29,0.183404065,2.954,65.972,61.906,70.121,0.485338178,0.674707619,0.88820067,1.288268644,0.377, Africa
317843,MUS,Mauritius,1979,469.352,483.235,952.587,1.402,466.954,4942.9,0.188959119,2.818,66.511,62.447,70.665,0.500038396,0.685752444,0.902186359,1.228957697,0.382, Africa
317945,MUS,Mauritius,1980,476.336,489.7,966.036,1.2377,473.547,4366.75,0.166660456,2.672,67.017,63.021,71.107,0.44102993,0.605819677,0.914923783,1.165285652,0.382, Africa
318004,MUS,Mauritius,1981,482.756,495.311,978.067,1.1005,479.445,4550.41,0.151318877,2.532,67.454,63.563,71.444,0.400431845,0.631299857,0.926318232,1.104230266,0.333, Africa
318056,MUS,Mauritius,1982,488.723,500.167,988.89,0.9796,484.75,4738.44,0.13853917,2.412,67.805,64.02,71.698,0.366613185,0.657385774,0.936568595,1.051897078,0.292, Africa
318087,MUS,Mauritius,1983,494.244,504.381,998.625,0.8851,489.522,4708.45,0.163224434,2.325,68.069,64.362,71.897,0.43193726,0.653225793,0.945788524,1.013955517,0.347, Africa
318186,MUS,Mauritius,1984,499.367,508.136,1007.503,0.8165,493.874,4881.58,0.169726542,2.273,68.251,64.585,72.058,0.449143647,0.677245263,0.954196796,0.991277802,0.348, Africa
318251,MUS,Mauritius,1985,504.159,511.604,1015.763,0.7371,497.923,5179.07,0.190004952,2.252,68.381,64.718,72.206,0.502805961,0.718516096,0.962019766,0.982119494,0.367, Africa
318290,MUS,Mauritius,1986,508.53,514.748,1023.278,0.6717,501.607,5657.75,0.213040835,2.256,68.502,64.814,72.369,0.563765318,0.784926287,0.969137153,0.983863934,0.377, Africa
318388,MUS,Mauritius,1987,512.534,517.641,1030.175,0.6854,504.988,6183.92,0.24656005,2.272,68.653,64.936,72.561,0.652466485,0.85792399,0.975669238,0.990841692,0.399, Africa
318454,MUS,Mauritius,1988,516.556,520.704,1037.26,0.7997,508.461,6550.01,0.224630276,2.287,68.859,65.124,72.789,0.594434201,0.908713941,0.982379376,0.997383341,0.343, Africa
318517,MUS,Mauritius,1989,521.112,524.476,1045.588,0.9781,512.543,6782.91,0.2744867,2.296,69.124,65.385,73.05,0.72636817,0.941025595,0.990266748,1.00130833,0.405, Africa
318561,MUS,Mauritius,1990,526.544,529.321,1055.865,1.181,517.581,7208,0.377889219,2.293,69.425,65.695,73.327,1,1,1,1,0.524, Africa
318610,MUS,Mauritius,1991,533.01,535.399,1068.409,1.3451,523.73,7596.86,0.388428027,2.278,69.721,66.01,73.59,1.027888619,1.053947962,1.011880307,0.993458352,0.511, Africa
318673,MUS,Mauritius,1992,540.331,542.546,1082.877,1.4298,530.822,7865.47,0.430335117,2.253,69.972,66.279,73.81,1.138786436,1.091213481,1.025582816,0.982555604,0.547, Africa
318736,MUS,Mauritius,1993,548.088,550.383,1098.471,1.4068,538.466,8286.79,0.440612451,2.221,70.154,66.473,73.972,1.165983123,1.149665819,1.04035175,0.968600087,0.532, Africa
318802,MUS,Mauritius,1994,555.679,558.354,1114.033,1.3059,546.095,8553.07,0.397654289,2.183,70.268,66.595,74.078,1.052303873,1.186607556,1.055090376,0.952027911,0.465, Africa
318859,MUS,Mauritius,1995,562.652,566.024,1128.676,1.1903,553.273,8758.68,0.442110934,2.144,70.339,66.674,74.145,1.169948523,1.215132325,1.068958626,0.935019625,0.505, Africa
