,Isocode,Country,Year,PopMale,PopFemale,PopTotal,GrowthRate,PopDensity,GDP,CO2,TFR,LEx,LExMale,LExFemale,CO2.norm,GDP.norm,PopTotal.norm,TFR.norm,Tech,Region
4,AFG,Afghanistan,1960,4459.543,4314.897,8774.44,2.0206,13.456,739.41,0.012878315,7.671,31.575,31.282,31.893,0.206956159,1.224090449,0.74795803,0.997918564,0.174, Southeast Asia
68,AFG,Afghanistan,1961,4549.481,4404.063,8953.544,2.0806,13.731,729.93,0.014966141,7.671,32.091,31.775,32.433,0.240507789,1.208389969,0.76322536,0.997918564,0.205, Southeast Asia
164,AFG,Afghanistan,1962,4644.11,4497.673,9141.783,2.1398,14.019,726.3,0.020564916,7.671,32.608,32.267,32.974,0.330480821,1.202388679,0.779271384,0.997918564,0.283, Southeast Asia
233,AFG,Afghanistan,1963,4743.604,4595.903,9339.507,2.1987,14.322,723.19,0.020664902,7.671,33.124,32.76,33.513,0.332087613,1.197235801,0.796125935,0.997918564,0.286, Southeast Asia
319,AFG,Afghanistan,1964,4848.166,4698.965,9547.131,2.2565,14.641,720.48,0.023986264,7.671,33.639,33.251,34.051,0.385462311,1.192757417,0.813824391,0.997918564,0.333, Southeast Asia
341,AFG,Afghanistan,1965,4957.974,4807.041,9765.015,2.2791,14.975,719.59,0.028161759,7.671,34.152,33.741,34.587,0.452563056,1.191282276,0.832397438,0.997918564,0.391, Southeast Asia
389,AFG,Afghanistan,1966,5071.537,4918.588,9990.125,2.2936,15.32,709.71,0.029829457,7.671,34.662,34.228,35.12,0.479363168,1.174923538,0.85158645,0.997918564,0.42, Southeast Asia
509,AFG,Afghanistan,1967,5188.586,5033.316,10221.902,2.3577,15.676,711.91,0.034240203,7.671,35.17,34.713,35.65,0.550244425,1.17856422,0.871343776,0.997918564,0.481, Southeast Asia
514,AFG,Afghanistan,1968,5311.794,5153.976,10465.77,2.4858,16.05,719.47,0.031913562,7.671,35.674,35.193,36.175,0.512855007,1.191083992,0.892131772,0.997918564,0.444, Southeast Asia
630,AFG,Afghanistan,1969,5444.84,5284.351,10729.191,2.6346,16.454,713.12,0.023953344,7.671,36.172,35.669,36.696,0.384933285,1.18057074,0.914586522,0.997918564,0.336, Southeast Asia
688,AFG,Afghanistan,1970,5589.427,5426.194,11015.621,2.7561,16.893,709.46,0.04139576,7.671,36.663,36.137,37.208,0.665235132,1.174503339,0.939002623,0.997918564,0.583, Southeast Asia
732,AFG,Afghanistan,1971,5744.702,5578.744,11323.446,2.7948,17.365,658.7,0.045657479,7.671,37.143,36.596,37.71,0.733721507,1.090471809,0.965242495,0.997918564,0.693, Southeast Asia
791,AFG,Afghanistan,1972,5906.569,5737.808,11644.377,2.7275,17.857,630,0.035897154,7.671,37.614,37.044,38.202,0.576871846,1.042954125,0.992599559,0.997918564,0.57, Southeast Asia
855,AFG,Afghanistan,1973,6069.184,5897.168,11966.352,2.5351,18.351,684.06,0.037354743,7.671,38.075,37.483,38.685,0.600295474,1.132460804,1.020045617,0.997918564,0.546, Southeast Asia
932,AFG,Afghanistan,1974,6224.908,6048.681,12273.589,2.2414,18.822,702.87,0.042611823,7.671,38.529,37.915,39.162,0.684777422,1.163600114,1.046235366,0.997918564,0.606, Southeast Asia
980,AFG,Afghanistan,1975,6366.757,6185.033,12551.79,2.0114,19.249,720.63,0.046208549,7.671,38.977,38.341,39.631,0.742577265,1.193004238,1.069950004,0.997918564,0.641, Southeast Asia
1028,AFG,Afghanistan,1976,6497.738,6309.072,12806.81,1.762,19.64,737.45,0.042321234,7.67,39.417,38.76,40.094,0.680107618,1.220840659,1.091688629,0.997788474,0.574, Southeast Asia
1128,AFG,Afghanistan,1977,6615.667,6418.793,13034.46,1.259,19.989,669.27,0.050021251,7.67,39.855,39.176,40.553,0.803847882,1.107974467,1.111094157,0.997788474,0.747, Southeast Asia
1185,AFG,Afghanistan,1978,6702.758,6496.839,13199.597,0.4349,20.242,704.16,0.044622574,7.67,40.298,39.598,41.018,0.717090456,1.165731352,1.125170901,0.997788474,0.634, Southeast Asia
1218,AFG,Afghanistan,1979,6736.161,6520.967,13257.128,-0.5802,20.33,688.82,0.046088414,7.669,40.756,40.035,41.497,0.74064668,1.140336122,1.130075006,0.997658384,0.669, Southeast Asia
1335,AFG,Afghanistan,1980,6702.34,6478.091,13180.431,-1.6573,20.213,689.97,0.036417625,7.669,41.242,40.5,42.004,0.585235881,1.142249443,1.123537137,0.997658384,0.528, Southeast Asia
1346,AFG,Afghanistan,1981,6598.381,6365.407,12963.788,-2.5729,19.88,763.56,0.04173163,7.67,41.77,41.006,42.553,0.670632605,1.264065538,1.105069877,0.997788474,0.547, Southeast Asia
1410,AFG,Afghanistan,1982,6437.987,6196.507,12634.494,-3.1564,19.375,832.65,0.045352034,7.671,42.347,41.56,43.15,0.728812962,1.378442039,1.076999927,0.997918564,0.545, Southeast Asia
1506,AFG,Afghanistan,1983,6245.866,5996.062,12241.928,-3.2184,18.773,862.55,0.056200298,7.673,42.977,42.165,43.801,0.903145946,1.427943171,1.043536493,0.998178743,0.652, Southeast Asia
1555,AFG,Afghanistan,1984,6056.13,5798.075,11854.205,-2.7819,18.179,846.75,0.06512457,7.676,43.661,42.824,44.506,1.046560132,1.401781982,1.01048589,0.998569013,0.769, Southeast Asia
1639,AFG,Afghanistan,1985,5897.654,5631.323,11528.977,-2.339,17.68,818.95,0.083008232,7.679,44.4,43.536,45.266,1.333952867,1.355768125,0.982762537,0.998959282,1.014, Southeast Asia
1704,AFG,Afghanistan,1986,5768.412,5494.027,11262.439,-1.7857,17.271,877.66,0.076093642,7.681,45.192,44.301,46.08,1.222834519,1.452968128,0.960042086,0.999219461,0.867, Southeast Asia
1767,AFG,Afghanistan,1987,5672.646,5390.461,11063.107,-0.4508,16.966,725.7,0.077012723,7.682,46.024,45.106,46.933,1.237604277,1.20139536,0.943050464,0.999349551,1.061, Southeast Asia
1847,AFG,Afghanistan,1988,5651.822,5361.523,11013.345,1.8173,16.889,655.56,0.071004767,7.682,46.88,45.936,47.81,1.141055658,1.085278972,0.938808611,0.999349551,1.083, Southeast Asia
1883,AFG,Afghanistan,1989,5757.41,5457.913,11215.323,4.497,17.199,639.75,0.067496941,7.682,47.744,46.775,48.695,1.084684448,1.059106469,0.956025785,0.999349551,1.055, Southeast Asia
1936,AFG,Afghanistan,1990,6020.701,5710.492,11731.193,7.2401,17.99,604.05,0.06222726,7.687,48.601,47.609,49.573,1,1,1,1,1.03, Southeast Asia
2006,AFG,Afghanistan,1991,6467.621,6144.422,12612.043,9.0877,19.341,600.59,0.053916721,7.7,49.439,48.427,50.431,0.866448571,0.994278908,1.07508614,1.001691167,0.898, Southeast Asia
2071,AFG,Afghanistan,1992,7074.96,6736.916,13811.876,9.4142,21.181,552.83,0.028164168,7.725,50.247,49.218,51.258,0.452601772,0.915203485,1.177363291,1.004943411,0.509, Southeast Asia
2137,AFG,Afghanistan,1993,7763.958,7411.367,15175.325,8.2781,23.272,475.79,0.024711168,7.758,51.017,49.975,52.046,0.397111612,0.787666454,1.293587532,1.009236373,0.519, Southeast Asia
2192,AFG,Afghanistan,1994,8424.452,8060.566,16485.018,6.4655,25.28,426.07,0.021838011,7.796,51.738,50.685,52.785,0.350939615,0.705350192,1.40522946,1.014179784,0.513, Southeast Asia
2248,AFG,Afghanistan,1995,8978.073,8608,17586.073,4.6075,26.969,512.42,0.01967466,7.832,52.4,51.338,53.464,0.316174286,0.848301646,1.499086495,1.018863015,0.384, Southeast Asia
2341,AFG,Afghanistan,1996,9392.389,9022.918,18415.307,3.2373,28.24,526.07,0.017756967,7.859,52.995,51.924,54.074,0.285356723,0.870903921,1.569772742,1.022375439,0.338, Southeast Asia
2376,AFG,Afghanistan,1997,9692.274,9328.952,19021.226,2.4697,29.17,540.91,0.015982145,7.869,53.527,52.448,54.622,0.256835113,0.895471354,1.621422987,1.023676337,0.295, Southeast Asia
2495,AFG,Afghanistan,1998,9926.517,9570.319,19496.836,2.4833,29.899,556.2,0.014771628,7.854,54.009,52.92,55.118,0.237381937,0.92077844,1.661965326,1.02172499,0.266, Southeast Asia
2507,AFG,Afghanistan,1999,10170.774,9816.297,19987.071,2.998,30.651,571.26,0.011357342,7.809,54.449,53.348,55.572,0.182513932,0.945711836,1.703754341,1.015870951,0.199, Southeast Asia
2595,AFG,Afghanistan,2000,10478.861,10116.499,20595.36,3.5882,31.584,565.23,0.010342135,7.733,54.863,53.751,56.001,0.166199432,0.935736791,1.755606612,1.005984129,0.183, Southeast Asia
2679,AFG,Afghanistan,2001,10865.003,10482.779,21347.782,3.9271,32.737,506.6,0.008244416,7.623,55.271,54.145,56.423,0.132488819,0.838667507,1.819745187,0.991674255,0.163, Southeast Asia
2749,AFG,Afghanistan,2002,11307.25,10895.556,22202.806,4.0312,34.049,618.72,0.004413857,7.484,55.687,54.547,56.853,0.070931237,1.024283288,1.892629846,0.973591778,0.071, Southeast Asia
2809,AFG,Afghanistan,2003,11780.314,11335.828,23116.142,3.8301,35.449,668.43,0.00687831,7.321,56.122,54.97,57.302,0.110535324,1.106585063,1.970485184,0.952387147,0.103, Southeast Asia
2845,AFG,Afghanistan,2004,12245.179,11773.503,24018.682,3.4463,36.833,685.11,0.008326852,7.136,56.583,55.419,57.778,0.133813566,1.134195705,2.047420241,0.928320541,0.122, Southeast Asia
2914,AFG,Afghanistan,2005,12673.953,12186.902,24860.855,3.0519,38.125,757.79,0.011142014,6.93,57.071,55.896,58.279,0.179053588,1.254523616,2.119209444,0.90152205,0.147, Southeast Asia
2986,AFG,Afghanistan,2006,13059.767,12571.515,25631.282,2.7626,39.306,790.16,0.014240411,6.702,57.582,56.397,58.803,0.228845225,1.308105907,2.184882816,0.871861584,0.18, Southeast Asia
3038,AFG,Afghanistan,2007,13413.54,12935.703,26349.243,2.5589,40.407,862.62,0.020607803,6.456,58.102,56.906,59.336,0.331170014,1.428068834,2.246083838,0.839859503,0.239, Southeast Asia
3116,AFG,Afghanistan,2008,13746.349,13285.848,27032.197,2.4699,41.455,868.86,0.039619421,6.196,58.618,57.411,59.863,0.636689147,1.438389865,2.304300765,0.806036165,0.456, Southeast Asia
3197,AFG,Afghanistan,2009,14075.728,13632.459,27708.187,2.4584,42.491,NA,0.06420485,5.928,59.124,57.906,60.379,1.031780125,NA,2.36192406,0.771172109,NA, Southeast Asia
3234,AFG,Afghanistan,2010,14414.542,13983.27,28397.812,2.4614,43.549,NA,0.0790906,5.659,59.612,58.384,60.877,1.270996024,NA,2.420709641,0.736177963,NA, Southeast Asia
3307,AGO,Angola,1960,2433.733,2532.255,4965.988,1.8099,3.983,1252.98,0.03020547,7.316,32.998,31.538,34.504,0.25839289,1.443422349,0.480555735,1.021074669,0.241, Africa
3392,AGO,Angola,1961,2478.342,2578.346,5056.688,1.83,4.056,1396.11,0.02452198,7.354,33.399,31.935,34.91,0.209773437,1.608301124,0.489332721,1.026378227,0.176, Africa
3421,AGO,Angola,1962,2524.318,2625.758,5150.076,1.8267,4.131,1335.26,0.062523349,7.385,33.801,32.331,35.317,0.534856405,1.538205723,0.498369822,1.030704815,0.468, Africa
3514,AGO,Angola,1963,2571.104,2673.911,5245.015,1.7928,4.207,1380.4,0.059866368,7.41,34.203,32.727,35.723,0.512127245,1.590203599,0.507557014,1.034193999,0.434, Africa
3561,AGO,Angola,1964,2617.91,2721.983,5339.893,1.7441,4.283,1509.54,0.06254807,7.425,34.604,33.124,36.13,0.535067877,1.738967063,0.516738302,1.036287509,0.414, Africa
3624,AGO,Angola,1965,2664.31,2769.531,5433.841,1.6936,4.359,1595.77,0.059626331,7.43,35.007,33.521,36.537,0.51007384,1.838308788,0.525829594,1.036985345,0.374, Africa
3694,AGO,Angola,1966,2710.206,2816.447,5526.653,1.6686,4.433,1660.18,0.076719128,7.422,35.41,33.919,36.945,0.65629429,1.912503205,0.534810957,1.035868807,0.462, Africa
3761,AGO,Angola,1967,2756.242,2863.401,5619.643,1.6891,4.508,1727.31,0.048223704,7.403,35.816,34.319,37.355,0.412529994,1.989837329,0.543809545,1.033217027,0.279, Africa
3801,AGO,Angola,1968,2803.664,2911.708,5715.372,1.7674,4.584,1672.22,0.079784833,7.375,36.222,34.72,37.766,0.682519881,1.926371495,0.553073184,1.029309142,0.477, Africa
3877,AGO,Angola,1969,2854.15,2963.133,5817.283,1.8868,4.666,1691.45,0.130645183,7.339,36.627,35.12,38.175,1.11760508,1.948526814,0.562935051,1.024284717,0.772, Africa
3967,AGO,Angola,1970,2909.025,3019.062,5928.087,2.0227,4.755,1767.69,0.164808647,7.301,37.032,35.52,38.585,1.409856665,2.036353954,0.573657489,1.018981158,0.932, Africa
3973,AGO,Angola,1971,2968.988,3080.226,6049.214,2.153,4.852,1728.33,0.153738982,7.264,37.439,35.922,38.995,1.315161136,1.991011966,0.585378877,1.013817167,0.89, Africa
4053,AGO,Angola,1972,3034.145,3146.718,6180.863,2.2745,4.958,1711.73,0.198839547,7.232,37.846,36.324,39.405,1.700974223,1.971888423,0.598118474,1.009351012,1.162, Africa
4118,AGO,Angola,1973,3104.526,3218.531,6323.057,2.3797,5.072,1789.47,0.210499447,7.208,38.247,36.72,39.809,1.800718911,2.061446887,0.611878503,1.006001396,1.176, Africa
4193,AGO,Angola,1974,3179.927,3295.406,6475.333,2.4755,5.194,1710.57,0.20524041,7.192,38.635,37.105,40.198,1.755730447,1.97054966,0.626614162,1.003768318,1.2, Africa
4255,AGO,Angola,1975,3260.337,3377.291,6637.628,2.5451,5.324,1072.81,0.181390099,7.185,38.998,37.468,40.559,1.551702803,1.235868015,0.642319354,1.002791347,1.691, Africa
4314,AGO,Angola,1976,3345.136,3463.597,6808.733,2.621,5.461,953.82,0.131595702,7.186,39.324,37.801,40.876,1.125736306,1.098788823,0.658877084,1.002930914,1.38, Africa
4406,AGO,Angola,1977,3434.762,3554.788,6989.55,2.7502,5.606,940.83,0.137920181,7.189,39.605,38.096,41.141,1.1798391,1.083822564,0.676374639,1.003349616,1.466, Africa
4420,AGO,Angola,1978,3531.417,3653.027,7184.444,2.9454,5.763,960.21,0.205443873,7.194,39.84,38.35,41.355,1.757470971,1.106146986,0.695234416,1.004047453,2.14, Africa
4518,AGO,Angola,1979,3638.023,3761.181,7399.204,3.1651,5.935,958.38,0.202859659,7.197,40.029,38.561,41.522,1.735364296,1.104042852,0.716016615,1.004466155,2.117, Africa
4576,AGO,Angola,1980,3756.243,3880.898,7637.141,3.4076,6.126,961.43,0.190909137,7.2,40.182,38.729,41.661,1.63313348,1.107554913,0.739041638,1.004884857,1.986, Africa
4657,AGO,Angola,1981,3887.906,4013.964,7901.87,3.5826,6.338,923.46,0.182235344,7.201,40.311,38.855,41.794,1.55893346,1.063811957,0.764659308,1.005024424,1.973, Africa
4684,AGO,Angola,1982,4031.325,4158.768,8190.093,3.5948,6.569,862,0.154821197,7.203,40.429,38.948,41.941,1.324418953,0.99301777,0.792550478,1.005303559,1.796, Africa
4738,AGO,Angola,1983,4180.407,4309.457,8489.864,3.4145,6.81,808.09,0.164313586,7.205,40.547,39.018,42.114,1.405621661,0.930908508,0.821559141,1.005582694,2.033, Africa
4847,AGO,Angola,1984,4326.776,4457.977,8784.753,3.1254,7.046,790.2,0.155496688,7.207,40.671,39.072,42.315,1.330197451,0.910296618,0.850095376,1.005861828,1.968, Africa
4896,AGO,Angola,1985,4464.761,4598.885,9063.646,2.7964,7.27,779.33,0.141444183,7.208,40.794,39.109,42.53,1.209985197,0.897779315,0.877083687,1.006001396,1.815, Africa
4985,AGO,Angola,1986,4591.427,4729.251,9320.678,2.5459,7.476,694.19,0.136363471,7.206,40.902,39.127,42.736,1.166522212,0.799694423,0.901956523,1.005722261,1.964, Africa
5013,AGO,Angola,1987,4709.41,4851.612,9561.022,2.4489,7.669,759.67,0.165881848,7.202,40.988,39.129,42.911,1.419037369,0.87513269,0.92521447,1.005163992,2.184, Africa
5095,AGO,Angola,1988,4825.415,4972.64,9798.055,2.5501,7.859,852.88,0.14278344,7.194,41.05,39.126,43.045,1.221441885,0.982508227,0.948152014,1.004047453,1.674, Africa
5126,AGO,Angola,1989,4949.155,5101.978,10051.133,2.7739,8.062,853.46,0.135905077,7.182,41.1,39.134,43.139,1.162600878,0.983177649,0.972642223,1.002372645,1.592, Africa
5225,AGO,Angola,1990,5087.478,5246.366,10333.844,3.0392,8.289,868.07,0.116897449,7.165,41.151,39.172,43.203,1,1,1,1,1.347, Africa
5288,AGO,Angola,1991,5243.621,5409.106,10652.727,3.233,8.545,853.78,0.111802358,7.143,41.221,39.26,43.25,0.956414014,0.983539541,1.03085812,0.996929518,1.31, Africa
5376,AGO,Angola,1992,5415.147,5587.611,11002.758,3.3022,8.826,781.71,0.109517995,7.116,41.329,39.414,43.307,0.936872417,0.900514266,1.064730414,0.9931612,1.401, Africa
5409,AGO,Angola,1993,5596.463,5775.693,11372.156,3.2126,9.122,576.2,0.139111704,7.087,41.495,39.646,43.402,1.190031994,0.663777405,1.100476841,0.989113747,2.414, Africa
5474,AGO,Angola,1994,5779.212,5964.22,11743.432,3.0321,9.42,565.92,0.090348375,7.054,41.736,39.966,43.554,0.772885774,0.651935866,1.136405001,0.984508025,1.596, Africa
5533,AGO,Angola,1995,5957.848,6147.104,12104.952,2.8262,9.71,630.63,0.24808029,7.019,42.073,40.39,43.796,2.122204482,0.726475246,1.171389078,0.979623168,3.934, Africa
5591,AGO,Angola,1996,6130.111,6321.834,12451.945,2.6895,9.988,734.23,0.229763302,6.984,42.526,40.927,44.155,1.965511689,0.845824361,1.204967387,0.974738311,3.129, Africa
5682,AGO,Angola,1997,6299.399,6491.989,12791.388,2.6702,10.26,752.51,0.157371507,6.949,43.088,41.567,44.632,1.346235595,0.866877655,1.237815086,0.969853454,2.091, Africa
5741,AGO,Angola,1998,6472.626,6664.916,13137.542,2.8002,10.538,731.01,0.151702655,6.913,43.742,42.285,45.215,1.297741366,0.842108968,1.271312205,0.96482903,2.075, Africa
5792,AGO,Angola,1999,6659.566,6851.05,13510.616,3.0205,10.837,733.67,0.184817628,6.878,44.468,43.059,45.888,1.581023621,0.845176172,1.307414356,0.959944173,2.519, Africa
5851,AGO,Angola,2000,6867.132,7057.798,13924.93,3.2525,11.169,736.4,0.186859108,6.844,45.234,43.856,46.621,1.598487478,0.848323526,1.347507278,0.955198883,2.537, Africa
5924,AGO,Angola,2001,7097.657,7287.626,14385.283,3.4254,11.539,741.1,0.184494111,6.811,46.004,44.639,47.374,1.578256095,0.853740982,1.392055367,0.950593161,2.489, Africa
5999,AGO,Angola,2002,7348.643,7537.931,14886.574,3.5275,11.941,825.5,0.232021149,6.778,46.743,45.381,48.109,1.984826453,0.950963873,1.440565002,0.945987439,2.811, Africa
6052,AGO,Angola,2003,7616.24,7804.835,15421.075,3.5397,12.37,824.98,0.160300109,6.743,47.425,46.06,48.793,1.371288342,0.950364685,1.492288349,0.941102582,1.943, Africa
6127,AGO,Angola,2004,7894.457,8082.258,15976.715,3.4914,12.815,885.23,0.320779334,6.704,48.036,46.664,49.41,2.744108939,1.019774153,1.546057305,0.935659456,3.624, Africa
6161,AGO,Angola,2005,8178.765,8365.611,16544.376,3.4342,13.271,1034.86,0.315756847,6.657,48.572,47.191,49.954,2.701144038,1.192148691,1.600989525,0.929099791,3.051, Africa
6244,AGO,Angola,2006,8468.325,8654.084,17122.409,3.3901,13.734,1213.88,0.354622997,6.598,49.041,47.649,50.433,3.033624779,1.398371919,1.656925438,0.920865318,2.921, Africa
6319,AGO,Angola,2007,8764.1,8948.724,17712.824,3.3401,14.208,1445.4,0.387233566,6.523,49.471,48.065,50.875,3.312592104,1.665076458,1.71405955,0.910397767,2.679, Africa
6339,AGO,Angola,2008,9065.474,9248.967,18314.441,3.2881,14.69,1599.1,0.396026283,6.434,49.882,48.463,51.301,3.387809463,1.842143446,1.772277673,0.897976274,2.477, Africa
6444,AGO,Angola,2009,9372.112,9554.538,18926.65,3.2359,15.181,1591.87,0.401074675,6.331,50.286,48.852,51.72,3.430995965,1.833808161,1.831520778,0.883600837,2.52, Africa
6517,AGO,Angola,2010,9683.827,9865.297,19549.124,3.1786,15.681,1600.01,0.424315688,6.218,50.689,49.241,52.138,3.629811363,1.843186227,1.89175722,0.867829728,2.652, Africa
6564,ALB,Albania,1960,829.663,789.166,1618.829,3.0241,56.311,1450.91,0.34098722,6.186,62.293,61.309,63.247,0.575584089,0.580505177,0.469650252,2.082828283,2.35, Eastern Europe
6645,ALB,Albania,1961,855.257,813.274,1668.531,2.9904,58.04,1462.97,0.372783005,6.076,63.313,62.272,64.325,0.629255157,0.585327526,0.484069661,2.045791246,2.548, Eastern Europe
6699,ALB,Albania,1962,881.267,837.914,1719.181,2.9431,59.802,1511.39,0.390883799,5.956,64.202,63.117,65.261,0.659809172,0.604701255,0.4987641,2.005387205,2.586, Eastern Europe
6726,ALB,Albania,1963,907.594,862.936,1770.53,2.882,61.588,1562.94,0.320807894,5.833,64.926,63.811,66.017,0.541521525,0.625327096,0.513661332,1.963973064,2.053, Eastern Europe
6804,ALB,Albania,1964,934.147,888.152,1822.299,2.8137,63.389,1616.47,0.301816552,5.711,65.475,64.346,66.585,0.50946427,0.646744296,0.528680413,1.922895623,1.867, Eastern Europe
6855,ALB,Albania,1965,960.863,913.439,1874.302,2.7407,65.198,1675.45,0.316384446,5.594,65.863,64.723,66.987,0.534054776,0.67033962,0.543767382,1.883501684,1.888, Eastern Europe
6925,ALB,Albania,1966,987.672,938.71,1926.382,2.6737,67.009,1738.26,0.361299057,5.483,66.122,64.962,67.273,0.609870331,0.695472468,0.558876689,1.846127946,2.079, Eastern Europe
6992,ALB,Albania,1967,1014.576,964.006,1978.582,2.623,68.825,1803.69,0.36945651,5.376,66.316,65.116,67.517,0.623640055,0.721649235,0.574020811,1.81010101,2.048, Eastern Europe
7066,ALB,Albania,1968,1041.676,989.491,2031.167,2.5934,70.654,1868.79,0.412570704,5.268,66.5,65.233,67.779,0.69641652,0.747693445,0.589276627,1.773737374,2.208, Eastern Europe
7133,ALB,Albania,1969,1069.126,1015.406,2084.532,2.5778,72.511,1932.25,0.424555728,5.16,66.702,65.346,68.084,0.716647157,0.773086717,0.604758736,1.737373737,2.197, Eastern Europe
7183,ALB,Albania,1970,1097.042,1041.924,2138.966,2.5672,74.404,2003.54,0.477333441,5.05,66.948,65.496,68.441,0.805735575,0.801606972,0.620550979,1.7003367,2.382, Eastern Europe
7252,ALB,Albania,1971,1125.47,1069.118,2194.588,2.5522,76.339,2083.62,0.54087601,4.933,67.251,65.714,68.84,0.912994996,0.833648617,0.636687882,1.660942761,2.596, Eastern Europe
7347,ALB,Albania,1972,1154.387,1096.933,2251.32,2.531,78.312,2165.2,0.683598955,4.809,67.595,66.004,69.247,1.15391035,0.866289126,0.653146815,1.619191919,3.157, Eastern Europe
7387,ALB,Albania,1973,1183.762,1125.267,2309.029,2.5007,80.32,2273.05,0.624938015,4.677,67.966,66.356,69.64,1.054891085,0.909437791,0.669889193,1.574747475,2.749, Eastern Europe
7440,ALB,Albania,1974,1213.54,1153.959,2367.499,2.4654,82.354,2281.52,0.500528195,4.538,68.356,66.762,70.014,0.844888161,0.912828104,0.686852349,1.527946128,2.194, Eastern Europe
7533,ALB,Albania,1975,1243.689,1182.903,2426.592,2.429,84.409,2289.47,0.516362042,4.393,68.748,67.19,70.37,0.871615587,0.916008663,0.703996249,1.479124579,2.255, Eastern Europe
7611,ALB,Albania,1976,1274.196,1212.06,2486.256,2.3988,86.484,2298.64,0.542985115,4.244,69.121,67.596,70.711,0.916555151,0.919675186,0.721305806,1.428956229,2.362, Eastern Europe
7669,ALB,Albania,1977,1305.113,1241.504,2546.617,2.3793,88.584,2308.69,0.612577392,4.094,69.459,67.943,71.045,1.034026438,0.923698429,0.738817575,1.378451178,2.653, Eastern Europe
7681,ALB,Albania,1978,1336.553,1271.383,2607.936,2.3734,90.717,2319.32,0.679081082,3.947,69.753,68.204,71.382,1.14628421,0.927949852,0.756607276,1.328956229,2.928, Eastern Europe
7787,ALB,Albania,1979,1368.671,1301.901,2670.572,2.3757,92.896,2330.63,0.774740393,3.807,70.001,68.376,71.725,1.307756471,0.93247392,0.774779061,1.281818182,3.324, Eastern Europe
7812,ALB,Albania,1980,1401.573,1333.203,2734.776,2.3336,95.129,2347.08,0.515581532,3.678,70.218,68.475,72.085,0.870298091,0.939058969,0.79340575,1.238383838,2.197, Eastern Europe
7912,ALB,Albania,1981,1434.576,1364.769,2799.345,2.28,97.375,2359.68,0.715167298,3.562,70.426,68.533,72.472,1.207197496,0.944097064,0.812138333,1.199326599,3.031, Eastern Europe
7953,ALB,Albania,1982,1467.482,1396.42,2863.902,2.2937,99.621,2372.65,0.695903701,3.46,70.646,68.59,72.885,1.174680676,0.949288171,0.830867433,1.164983165,2.933, Eastern Europe
8040,ALB,Albania,1983,1501.368,1428.983,2930.351,2.3932,101.932,2386.5,0.710153835,3.372,70.886,68.673,73.315,1.198734804,0.954829689,0.850145436,1.135353535,2.976, Eastern Europe
8111,ALB,Albania,1984,1537.728,1463.597,3001.325,2.5203,104.401,2400.09,0.7110193,3.297,71.144,68.788,73.746,1.200195703,0.960265559,0.870736219,1.11010101,2.962, Eastern Europe
8159,ALB,Albania,1985,1577.196,1500.734,3077.93,2.7019,107.066,2412.65,0.698196515,3.233,71.398,68.92,74.15,1.178550931,0.965291146,0.892960653,1.088552189,2.894, Eastern Europe
8206,ALB,Albania,1986,1620.929,1541.296,3162.225,2.7844,109.998,2427.98,0.694763972,3.177,71.615,69.04,74.488,1.172756821,0.971424746,0.917416088,1.06969697,2.861, Eastern Europe
8263,ALB,Albania,1987,1667.413,1584.099,3251.512,2.5782,113.104,2443.26,0.624324929,3.126,71.77,69.12,74.741,1.053856201,0.977538203,0.943319789,1.052525253,2.555, Eastern Europe
8327,ALB,Albania,1988,1711.411,1625.023,3336.434,2.0168,116.058,2458.73,0.598842956,3.075,71.853,69.145,74.902,1.010842805,0.983727684,0.967957128,1.035353535,2.436, Eastern Europe
8408,ALB,Albania,1989,1745.876,1658.532,3404.408,1.2399,118.422,2477.27,0.719655223,3.023,71.87,69.122,74.978,1.214773083,0.991146325,0.987677559,1.017845118,2.905, Eastern Europe
8506,ALB,Albania,1990,1766.021,1680.861,3446.882,0.373,119.9,2499.4,0.592419468,2.97,71.842,69.07,74.989,1,1,1,1,2.37, Eastern Europe
8539,ALB,Albania,1991,1769.649,1690.114,3459.763,-0.3737,120.348,1835.71,0.313027222,2.917,71.799,69.015,74.967,0.528387804,0.734458688,1.003737001,0.982154882,1.705, Eastern Europe
8596,ALB,Albania,1992,1758.917,1687.941,3446.858,-0.8618,119.899,1764,0.188867659,2.867,71.779,68.993,74.954,0.318807313,0.705770878,0.999993037,0.965319865,1.071, Eastern Europe
8668,ALB,Albania,1993,1738.788,1678.492,3417.28,-0.9678,118.87,1936.95,0.186990823,2.819,71.813,69.03,74.987,0.315639227,0.774965719,0.991411949,0.949158249,0.965, Eastern Europe
8764,ALB,Albania,1994,1716.534,1667.833,3384.367,-0.7864,117.725,2067.47,0.155420497,2.772,71.92,69.14,75.089,0.262348733,0.82718539,0.981863319,0.933333333,0.752, Eastern Europe
8815,ALB,Albania,1995,1697.524,1660.334,3357.858,-0.502,116.803,2307.58,0.169453265,2.723,72.117,69.337,75.28,0.286035949,0.923255174,0.9741726,0.916835017,0.734, Eastern Europe
8869,ALB,Albania,1996,1683.428,1657.615,3341.043,-0.2915,116.218,2481.86,0.164619252,2.67,72.415,69.624,75.576,0.277876169,0.992980782,0.969294278,0.898989899,0.663, Eastern Europe
